age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53,services,married,unknown,no,-2084.02,no,no,cellular,11,sep,162,2,-1,0,nonexistent,no
49,blue-collar,single,secondary,no,2133.89,yes,no,cellular,8,jan,369,2,-1,1,nonexistent,no
85,admin.,married,secondary,no,2964.31,no,no,cellular,6,feb,60,1,-1,0,nonexistent,no
29,technician,married,tertiary,no,-6361.41,no,no,unknown,15,apr,335,4,-1,1,nonexistent,yes
59,technician,divorced,tertiary,no,-3806.23,yes,no,cellular,25,aug,302,2,-1,0,other,no
57,blue-collar,married,secondary,no,609.19,no,no,cellular,19,nov,164,3,260,0,nonexistent,no
52,blue-collar,divorced,primary,no,5468.13,yes,no,cellular,7,jul,78,3,284,0,failure,no
76,unknown,single,secondary,no,7063.28,no,no,telephone,24,jun,66,3,297,0,failure,no
37,services,divorced,tertiary,no,156.51,no,no,unknown,26,aug,286,6,-1,0,nonexistent,no
86,retired,divorced,tertiary,no,888.06,yes,no,cellular,22,jan,322,5,-1,2,nonexistent,yes
41,blue-collar,divorced,secondary,no,-1110.6,yes,no,cellular,7,aug,35,3,-1,0,nonexistent,no
57,blue-collar,married,primary,no,3299.62,yes,no,telephone,5,oct,33,2,364,2,nonexistent,yes
55,admin.,single,tertiary,no,5985.59,no,yes,unknown,28,jun,94,4,38,2,nonexistent,no
79,services,single,tertiary,no,5168.06,no,no,cellular,25,aug,106,1,-1,1,failure,no
49,admin.,single,secondary,no,1313.0,yes,no,telephone,12,apr,133,6,-1,1,other,no
38,admin.,married,secondary,no,-1115.6,yes,yes,cellular,13,dec,287,1,-1,1,nonexistent,no
19,services,divorced,unknown,no,1424.59,yes,no,cellular,15,mar,504,2,-1,0,nonexistent,no
44,unemployed,married,secondary,no,5542.36,yes,no,unknown,25,feb,510,2,-1,0,nonexistent,no
77,student,married,secondary,no,198.45,yes,no,cellular,9,dec,398,3,-1,0,nonexistent,no
18,management,married,secondary,no,-4046.29,no,no,cellular,19,jul,494,4,-1,1,nonexistent,no
82,management,married,secondary,no,319.97,yes,no,telephone,27,may,110,1,-1,2,nonexistent,no
57,management,single,tertiary,no,562.92,no,no,unknown,9,oct,390,4,36,1,failure,no
28,blue-collar,married,secondary,no,-4063.89,yes,no,cellular,8,apr,428,2,295,0,failure,no
39,management,single,secondary,no,2096.11,no,no,unknown,4,apr,52,4,301,2,nonexistent,yes
57,management,single,primary,no,2918.01,yes,no,cellular,21,jan,611,1,106,0,nonexistent,yes
40,retired,married,tertiary,no,6979.68,yes,no,unknown,8,jul,442,2,-1,0,nonexistent,no
25,technician,single,primary,no,-2597.13,yes,no,unknown,1,oct,148,1,-1,0,nonexistent,no
65,unknown,married,primary,no,3591.56,no,no,unknown,15,dec,42,2,194,1,nonexistent,no
66,admin.,single,secondary,no,4300.51,no,no,unknown,16,jul,282,1,-1,0,nonexistent,yes
26,housemaid,divorced,secondary,no,2958.86,yes,no,unknown,1,jan,189,2,292,0,nonexistent,no
38,blue-collar,married,unknown,no,-1620.4,yes,no,unknown,21,mar,75,3,322,1,nonexistent,no
35,entrepreneur,single,tertiary,no,-1794.78,no,no,cellular,16,apr,247,3,-1,0,nonexistent,yes
65,blue-collar,married,tertiary,no,1691.59,yes,no,cellular,14,nov,165,4,108,1,success,yes
70,blue-collar,married,secondary,no,1670.53,no,no,cellular,10,jul,445,7,-1,2,nonexistent,yes
70,technician,single,secondary,no,-278.3,yes,no,cellular,19,dec,32,2,-1,1,nonexistent,no
85,management,married,unknown,no,5274.91,no,no,telephone,22,nov,477,4,84,2,nonexistent,yes
73,technician,single,secondary,no,197.75,no,no,cellular,22,nov,233,4,77,0,nonexistent,no
41,admin.,married,tertiary,no,-4281.1,yes,no,unknown,11,apr,393,4,120,1,success,no
25,admin.,married,secondary,no,727.83,no,no,cellular,15,jul,647,2,15,0,nonexistent,no
62,management,single,secondary,no,2840.82,yes,no,cellular,8,jan,329,5,224,1,nonexistent,no
83,admin.,married,secondary,no,2425.88,no,no,cellular,7,may,472,1,-1,0,success,no
88,blue-collar,married,secondary,no,2402.67,no,no,cellular,25,apr,59,2,-1,0,nonexistent,yes
34,unknown,married,primary,no,5881.97,no,no,cellular,12,feb,67,3,131,3,failure,no
35,blue-collar,single,secondary,no,-1944.37,yes,no,cellular,8,jan,186,5,-1,0,nonexistent,no
20,blue-collar,married,secondary,no,128.87,yes,no,cellular,21,may,141,3,161,2,nonexistent,no
28,retired,married,secondary,no,6035.16,yes,no,unknown,20,jan,349,3,251,0,failure,no
57,management,married,tertiary,no,-4502.05,no,no,cellular,8,aug,348,4,-1,0,failure,no
57,retired,married,secondary,no,1238.92,no,no,telephone,5,apr,552,4,-1,0,nonexistent,no
44,housemaid,divorced,tertiary,no,5086.76,yes,no,telephone,18,mar,232,3,316,1,other,no
40,technician,married,secondary,no,5042.05,no,no,cellular,26,feb,59,3,-1,1,nonexistent,no
77,blue-collar,married,primary,no,3380.35,no,no,cellular,5,jun,556,5,128,0,other,no
51,management,single,secondary,no,3456.32,no,no,unknown,7,mar,538,3,251,0,failure,yes
76,services,married,tertiary,no,-1723.07,yes,no,telephone,27,jul,188,2,-1,0,success,no
87,technician,married,secondary,no,5519.53,yes,no,cellular,21,dec,549,2,338,1,nonexistent,no
40,entrepreneur,married,tertiary,no,-2200.19,yes,no,telephone,17,sep,52,3,186,0,nonexistent,no
32,retired,married,secondary,no,-2021.24,no,no,cellular,10,feb,200,3,370,1,success,no
86,admin.,single,tertiary,no,2563.62,no,no,cellular,14,feb,91,5,-1,0,other,yes
63,blue-collar,single,tertiary,no,-79.04,no,no,cellular,6,nov,464,3,173,0,nonexistent,yes
38,admin.,divorced,unknown,no,2020.09,yes,no,unknown,23,nov,143,4,-1,2,nonexistent,no
62,services,divorced,primary,no,2692.3,no,no,cellular,15,may,505,3,80,2,nonexistent,yes
55,blue-collar,married,unknown,no,6734.33,no,no,cellular,23,jun,83,2,269,1,nonexistent,yes
83,services,married,secondary,no,2701.17,yes,no,cellular,25,may,910,2,322,0,success,no
36,admin.,single,tertiary,no,-455.6,yes,no,cellular,3,jul,185,4,177,1,failure,no
89,technician,divorced,secondary,yes,3429.46,yes,yes,cellular,25,mar,169,3,-1,0,other,yes
85,technician,single,secondary,no,-1095.26,no,yes,cellular,9,dec,440,2,-1,0,nonexistent,yes
31,admin.,married,secondary,no,4139.47,yes,no,unknown,10,may,328,2,-1,0,nonexistent,no
29,admin.,single,tertiary,no,1593.88,yes,no,unknown,13,mar,187,2,122,0,other,yes
56,admin.,single,secondary,yes,2601.63,yes,no,cellular,9,apr,164,4,290,0,other,no
21,technician,divorced,secondary,no,-3941.96,no,no,cellular,10,nov,730,1,-1,0,nonexistent,no
39,blue-collar,single,secondary,no,-5352.24,no,no,cellular,20,apr,221,4,-1,0,failure,no
49,retired,married,tertiary,no,-3104.27,no,no,unknown,9,oct,228,1,-1,1,success,yes
87,management,married,secondary,no,6637.31,no,no,cellular,18,oct,84,5,-1,1,success,yes
89,technician,married,tertiary,no,-2044.46,no,no,unknown,10,dec,626,2,-1,1,nonexistent,yes
28,management,married,secondary,no,3596.93,no,no,cellular,10,feb,110,1,-1,0,nonexistent,no
82,management,divorced,tertiary,no,-525.72,yes,no,cellular,4,may,99,2,391,0,nonexistent,no
24,unknown,married,tertiary,no,679.91,no,no,cellular,25,nov,480,2,2,1,nonexistent,no
71,blue-collar,married,tertiary,no,1265.84,no,no,cellular,4,feb,5,4,-1,0,nonexistent,no
78,technician,married,tertiary,no,6331.34,no,no,cellular,16,jan,277,2,-1,0,failure,yes
82,admin.,single,secondary,no,3153.52,yes,no,cellular,8,jan,168,2,-1,0,nonexistent,no
34,management,married,secondary,no,2555.1,yes,no,cellular,28,jan,205,4,223,0,nonexistent,no
82,technician,married,tertiary,no,5290.1,yes,yes,unknown,2,oct,113,2,259,0,nonexistent,no
26,services,single,primary,no,-499.59,yes,no,cellular,12,may,141,6,29,0,nonexistent,no
55,services,married,secondary,no,4605.03,yes,no,telephone,15,feb,35,5,34,0,nonexistent,no
51,blue-collar,married,tertiary,no,4103.91,yes,yes,unknown,28,sep,440,2,243,1,nonexistent,no
40,management,married,secondary,no,4069.7,yes,no,cellular,5,apr,188,2,-1,1,failure,no
19,entrepreneur,married,secondary,no,934.95,no,no,cellular,24,feb,506,3,91,0,nonexistent,yes
73,management,single,unknown,no,88.06,no,no,cellular,2,dec,991,3,179,1,other,yes
42,management,divorced,secondary,no,-1209.47,no,yes,unknown,9,aug,86,1,-1,0,other,no
65,blue-collar,married,primary,no,-1021.55,yes,no,unknown,24,jun,378,4,-1,0,nonexistent,no
47,blue-collar,divorced,primary,no,-1351.04,yes,no,unknown,11,dec,97,3,270,2,nonexistent,no
44,blue-collar,single,secondary,no,2500.54,yes,no,cellular,17,mar,126,3,-1,0,nonexistent,no
81,entrepreneur,married,tertiary,no,714.99,no,no,unknown,11,aug,220,3,-1,1,failure,yes
24,blue-collar,married,tertiary,no,2694.2,yes,no,cellular,26,oct,886,2,206,1,nonexistent,yes
71,technician,married,secondary,no,2863.65,no,no,cellular,3,jan,176,2,152,0,nonexistent,no
71,retired,single,secondary,no,-1779.27,yes,no,cellular,28,apr,215,3,-1,2,nonexistent,yes
45,blue-collar,married,secondary,no,-1869.31,yes,no,cellular,7,feb,278,2,-1,0,success,yes
36,services,married,primary,no,714.02,yes,no,cellular,17,jul,211,1,333,1,nonexistent,no
18,technician,single,tertiary,no,-925.36,yes,yes,cellular,8,sep,86,2,227,0,nonexistent,no
85,blue-collar,single,secondary,no,-1241.24,yes,no,unknown,23,feb,536,2,72,0,other,no
86,blue-collar,single,primary,no,6487.06,no,no,cellular,20,feb,160,2,243,2,success,yes
35,admin.,single,tertiary,no,-3200.06,yes,no,unknown,5,jun,58,3,44,1,nonexistent,no
20,admin.,married,tertiary,no,7469.19,yes,no,cellular,7,may,297,4,260,0,nonexistent,no
26,technician,single,secondary,no,2266.63,yes,no,cellular,20,feb,559,4,-1,1,nonexistent,no
22,unknown,married,secondary,no,4358.71,no,no,cellular,15,sep,112,1,-1,1,nonexistent,no
77,admin.,married,secondary,no,4005.0,no,no,unknown,16,oct,190,1,-1,0,nonexistent,no
82,student,divorced,primary,no,3250.88,no,no,unknown,11,jun,227,1,-1,3,nonexistent,no
29,admin.,married,secondary,no,6385.5,yes,no,cellular,19,may,149,4,-1,1,nonexistent,no
71,retired,married,tertiary,no,-1847.25,no,no,cellular,27,feb,234,1,201,0,nonexistent,yes
30,student,single,tertiary,no,930.86,yes,no,cellular,3,apr,713,5,-1,0,nonexistent,yes
44,entrepreneur,married,secondary,no,-1158.54,no,no,cellular,20,jul,238,3,326,1,nonexistent,no
61,admin.,married,secondary,no,-3688.24,no,no,telephone,27,dec,347,3,218,0,failure,no
69,retired,single,secondary,no,-583.72,yes,no,unknown,7,mar,170,3,-1,1,success,yes
80,unknown,single,secondary,no,7017.64,yes,yes,cellular,12,oct,292,1,-1,1,nonexistent,no
21,blue-collar,single,primary,no,879.6,yes,no,cellular,16,jul,320,2,-1,1,nonexistent,no
32,blue-collar,married,secondary,no,7350.55,yes,yes,cellular,22,jul,421,4,-1,0,failure,no
38,blue-collar,married,tertiary,no,7657.48,yes,no,unknown,20,apr,155,2,214,0,nonexistent,no
40,retired,single,tertiary,no,10385.39,yes,no,cellular,28,dec,197,2,-1,0,nonexistent,no
89,retired,married,tertiary,no,7116.48,yes,no,cellular,16,jan,452,3,51,0,nonexistent,no
73,technician,married,secondary,no,8474.4,no,no,unknown,25,mar,168,4,-1,1,nonexistent,no
41,student,married,secondary,no,2375.5,yes,no,cellular,15,apr,86,2,-1,1,failure,no
87,technician,married,secondary,no,2084.98,no,no,cellular,9,jul,150,2,-1,0,nonexistent,yes
53,technician,married,secondary,no,2284.52,yes,no,cellular,19,jun,442,4,87,1,success,no
54,blue-collar,single,secondary,no,1400.19,yes,no,unknown,12,dec,490,3,70,0,nonexistent,no
49,retired,divorced,tertiary,no,1848.99,yes,no,telephone,19,mar,386,3,-1,1,nonexistent,yes
28,blue-collar,married,tertiary,no,3656.55,no,no,cellular,19,jul,548,2,-1,0,nonexistent,yes
85,blue-collar,single,secondary,no,2.55,yes,no,cellular,3,jun,675,2,207,1,nonexistent,yes
19,unemployed,married,secondary,no,-2732.87,no,no,cellular,16,apr,401,2,-1,0,success,yes
30,services,married,secondary,no,2490.86,no,no,telephone,1,jan,211,3,248,0,nonexistent,yes
34,unknown,single,primary,yes,-678.41,no,no,cellular,12,oct,62,3,393,0,nonexistent,no
38,management,married,primary,no,-367.82,yes,yes,cellular,19,mar,80,6,8,1,nonexistent,no
27,management,divorced,secondary,no,971.74,yes,no,cellular,19,feb,119,5,33,1,nonexistent,no
19,management,married,secondary,no,283.57,no,no,unknown,3,jul,503,2,302,0,nonexistent,yes
66,admin.,married,unknown,no,4730.13,no,no,cellular,26,feb,127,4,201,0,nonexistent,yes
87,blue-collar,married,secondary,no,899.78,no,yes,cellular,21,aug,125,2,12,0,failure,no
26,management,married,primary,no,4881.35,no,yes,cellular,9,sep,138,1,90,0,nonexistent,yes
39,admin.,single,primary,no,2018.05,yes,no,telephone,13,mar,233,4,-1,0,nonexistent,yes
54,unemployed,single,tertiary,no,1134.41,no,no,unknown,4,jan,298,2,-1,0,nonexistent,yes
84,blue-collar,married,secondary,no,1874.66,no,no,unknown,11,feb,297,2,-1,0,nonexistent,no
67,blue-collar,married,secondary,no,-2474.89,no,no,cellular,19,jan,141,1,-1,0,nonexistent,no
73,technician,single,secondary,no,2414.23,no,no,cellular,25,jun,481,2,-1,2,success,no
59,admin.,single,secondary,no,3947.57,yes,no,cellular,17,may,219,4,231,1,nonexistent,yes
48,technician,married,secondary,no,4372.55,no,no,unknown,8,oct,434,2,-1,0,nonexistent,no
32,services,married,secondary,no,-2656.52,no,no,telephone,26,may,245,7,240,1,nonexistent,no
80,admin.,married,primary,no,-3156.94,yes,no,cellular,16,aug,137,4,29,0,nonexistent,no
75,services,married,tertiary,no,-210.46,yes,no,cellular,21,jun,174,2,243,0,nonexistent,no
19,self-employed,married,secondary,no,5553.99,yes,no,cellular,20,jun,113,2,289,0,nonexistent,no
69,student,married,secondary,no,2062.93,yes,no,telephone,12,sep,55,5,-1,1,failure,yes
24,technician,married,primary,no,-924.09,no,yes,cellular,1,jul,268,1,-1,0,nonexistent,no
71,services,married,secondary,no,-2958.82,yes,no,cellular,18,jul,98,1,44,0,nonexistent,no
77,retired,married,secondary,no,-651.97,no,no,cellular,25,jun,71,3,-1,0,nonexistent,no
27,blue-collar,divorced,secondary,no,-854.65,yes,no,cellular,25,sep,419,4,198,2,failure,no
49,services,married,secondary,no,4206.85,no,no,cellular,25,apr,572,1,134,0,success,yes
26,unemployed,married,unknown,no,4437.63,no,no,telephone,10,jan,126,8,-1,0,nonexistent,no
58,retired,married,secondary,no,-1749.71,no,no,telephone,26,jun,1582,4,71,2,nonexistent,yes
84,services,married,tertiary,no,3659.5,yes,no,cellular,1,apr,410,4,-1,0,nonexistent,no
23,management,single,tertiary,no,3352.27,no,no,cellular,9,nov,266,4,-1,0,success,yes
46,student,married,secondary,no,-2139.04,yes,no,unknown,18,dec,35,2,-1,0,nonexistent,no
88,unknown,married,secondary,no,1148.54,no,no,unknown,9,mar,342,3,-1,0,nonexistent,no
39,blue-collar,divorced,secondary,no,2422.46,yes,no,cellular,1,jun,86,2,-1,1,nonexistent,no
27,blue-collar,single,unknown,no,1889.71,yes,no,telephone,5,jun,100,2,-1,0,failure,no
53,management,single,secondary,no,-3731.62,no,no,unknown,27,mar,369,4,-1,1,nonexistent,no
54,management,married,secondary,no,1793.55,yes,no,telephone,12,jan,834,4,-1,1,nonexistent,no
65,retired,married,primary,no,3308.79,yes,no,cellular,5,dec,275,2,-1,0,nonexistent,no
40,admin.,single,tertiary,no,6138.78,yes,no,cellular,18,aug,477,2,247,0,failure,yes
86,management,married,primary,no,-606.37,yes,no,cellular,11,may,824,4,290,1,nonexistent,yes
55,retired,single,primary,no,-236.36,no,no,unknown,12,mar,54,3,-1,1,nonexistent,no
38,retired,single,secondary,no,773.4,no,no,telephone,27,jun,373,3,-1,1,nonexistent,yes
87,services,married,secondary,no,2273.65,yes,no,unknown,16,apr,586,1,173,0,nonexistent,no
84,services,married,tertiary,no,1691.05,no,yes,cellular,3,mar,523,1,42,0,nonexistent,no
53,self-employed,married,tertiary,no,3212.92,no,no,cellular,27,dec,556,3,-1,0,nonexistent,no
19,technician,married,secondary,no,-1975.56,no,no,telephone,1,aug,156,1,-1,0,nonexistent,yes
60,self-employed,single,secondary,no,2590.56,no,no,unknown,20,apr,306,3,388,0,success,no
57,management,single,tertiary,no,-826.65,yes,no,unknown,3,mar,590,2,303,0,nonexistent,no
28,retired,married,secondary,no,970.0,yes,no,cellular,8,oct,363,1,-1,2,success,no
63,admin.,single,secondary,no,6524.04,no,no,unknown,28,aug,76,4,-1,0,nonexistent,no
78,blue-collar,married,secondary,no,-2794.73,no,no,unknown,5,nov,92,2,22,0,nonexistent,no
25,management,single,secondary,no,561.6,no,no,unknown,28,oct,535,4,-1,1,other,no
70,technician,married,unknown,no,-2423.94,yes,no,cellular,9,may,11,1,-1,0,nonexistent,no
28,services,single,tertiary,no,1859.2,no,no,unknown,11,aug,380,4,169,0,nonexistent,no
71,admin.,single,primary,no,4544.7,yes,yes,cellular,27,may,435,1,220,0,nonexistent,no
48,retired,married,tertiary,no,1908.97,no,no,cellular,21,feb,331,4,-1,0,nonexistent,no
18,blue-collar,married,secondary,no,1049.85,yes,no,cellular,9,jan,436,2,60,0,other,no
87,services,single,tertiary,no,5385.21,no,no,cellular,21,jan,433,2,-1,2,nonexistent,no
29,technician,married,secondary,no,2391.51,no,no,unknown,14,dec,18,3,-1,0,nonexistent,no
60,retired,single,secondary,no,3858.7,yes,no,cellular,3,nov,38,3,-1,1,nonexistent,no
31,retired,divorced,secondary,no,3545.77,no,no,cellular,8,may,128,4,114,0,nonexistent,no
85,blue-collar,single,secondary,no,-7228.72,no,no,unknown,7,nov,330,3,318,1,nonexistent,no
71,management,married,secondary,no,1169.99,yes,no,cellular,14,sep,305,2,-1,0,nonexistent,no
75,technician,single,secondary,yes,-1834.22,yes,no,cellular,25,feb,94,4,360,1,nonexistent,no
49,services,divorced,tertiary,no,-1087.95,no,no,cellular,16,mar,612,3,-1,0,failure,yes
51,management,married,tertiary,no,5823.76,yes,no,cellular,5,may,978,4,-1,0,nonexistent,yes
63,entrepreneur,married,secondary,no,275.58,yes,no,cellular,18,oct,433,1,-1,1,nonexistent,no
74,admin.,married,primary,no,7077.7,no,no,unknown,15,aug,300,4,40,0,nonexistent,no
78,blue-collar,single,secondary,no,-2823.07,no,no,cellular,11,may,335,3,334,0,success,yes
19,blue-collar,married,secondary,no,-1851.01,no,no,cellular,7,nov,139,4,-1,0,nonexistent,no
65,housemaid,married,secondary,no,3687.05,no,no,cellular,20,apr,72,1,-1,0,nonexistent,no
25,unemployed,married,tertiary,no,375.89,yes,no,unknown,16,nov,486,4,189,2,nonexistent,no
38,management,single,unknown,no,2321.98,no,no,cellular,13,sep,430,3,165,0,nonexistent,yes
77,blue-collar,married,primary,no,1063.08,yes,no,unknown,6,sep,490,3,110,2,nonexistent,no
36,admin.,single,tertiary,no,972.27,yes,no,cellular,4,feb,322,3,-1,0,nonexistent,no
75,blue-collar,single,secondary,no,487.29,no,no,cellular,7,feb,67,4,-1,0,nonexistent,no
51,technician,divorced,secondary,no,1938.48,no,no,cellular,18,dec,62,2,-1,0,nonexistent,no
34,housemaid,divorced,secondary,no,3324.91,yes,no,cellular,2,oct,97,3,256,0,nonexistent,no
42,technician,married,primary,no,6243.27,no,no,cellular,3,apr,672,2,320,1,nonexistent,yes
56,technician,single,primary,no,792.46,no,no,cellular,28,nov,56,3,87,2,nonexistent,no
73,admin.,married,unknown,no,219.09,yes,no,telephone,8,apr,215,2,7,0,failure,no
61,retired,divorced,secondary,no,-167.38,yes,no,cellular,4,may,152,3,382,1,nonexistent,yes
85,unemployed,married,secondary,no,5809.35,yes,no,cellular,28,apr,64,2,1,0,nonexistent,no
80,management,single,secondary,no,3470.97,no,no,cellular,12,jun,352,2,378,0,nonexistent,no
72,admin.,single,unknown,no,-4297.1,yes,no,cellular,1,oct,687,3,-1,1,nonexistent,no
61,technician,married,secondary,no,-4429.36,yes,yes,unknown,12,feb,231,2,86,2,nonexistent,no
38,technician,single,tertiary,no,-1090.17,yes,no,unknown,1,dec,46,5,354,0,failure,no
47,management,married,tertiary,no,2090.44,no,no,unknown,9,apr,186,5,166,0,nonexistent,yes
26,retired,married,secondary,no,1299.59,yes,no,cellular,27,dec,145,2,-1,0,failure,yes
44,blue-collar,married,tertiary,no,2944.34,yes,no,unknown,23,nov,187,2,-1,0,nonexistent,yes
84,technician,married,tertiary,no,873.67,yes,yes,unknown,12,jul,204,3,-1,0,nonexistent,no
48,management,married,tertiary,no,5592.26,yes,yes,cellular,10,feb,766,2,75,0,nonexistent,no
26,admin.,divorced,secondary,no,3716.33,yes,no,cellular,17,jul,336,3,-1,0,nonexistent,no
64,services,married,primary,no,1632.73,no,no,cellular,18,oct,333,4,-1,0,nonexistent,no
87,unemployed,married,secondary,no,4836.02,no,no,telephone,22,dec,142,3,252,0,other,yes
80,technician,single,secondary,no,-3546.72,yes,no,cellular,16,feb,474,1,238,1,nonexistent,yes
37,blue-collar,single,tertiary,no,1144.78,no,no,cellular,3,sep,518,3,-1,1,success,yes
50,admin.,married,tertiary,no,1812.54,yes,no,cellular,25,apr,387,1,390,0,nonexistent,no
